payment_id,user_id,loan_id,limit_payment_dt,payment_date,payment_method,hash_card,issue_bank,payment_amount
338,2,10,2023-04-23,2023-04-30,Debit Card,501849136541,Santander,1609.0
339,7,9,2023-02-26,2023-08-10,Debit Card,4341613261036495,Santander,2749.0
340,4,5,2023-05-03,2023-01-10,Debit Card,36620130178752,Santander,2682.0
341,3,2,2023-01-24,2023-06-07,Cash,30495584336008,Banamex,4833.0
342,8,6,2023-05-26,2023-05-12,Debit Card,5519782841186774,Azteka,1463.0
343,5,8,2023-06-18,2023-02-05,Cash,6553768957571235,Banamex,3475.0
344,7,2,2023-06-24,2023-08-02,Debit Card,30105170220124,Banamex,340.0
345,3,5,2023-04-14,2023-07-23,Cash,586961038666,Banamex,2243.0
346,8,6,2023-01-14,2023-03-23,Cash,6011983293974474,Azteka,4022.0
347,1,4,2023-03-17,2023-03-24,Debit Card,2251270999206759,Azteka,3116.0
348,8,5,2023-08-25,2023-06-29,Debit Card,6539221015671471,Azteka,4635.0
349,5,8,2023-06-07,2023-05-07,Cash,4962536922633902858,BBVA,4431.0
350,5,1,2023-01-04,2023-05-09,Cash,379670614723404,BBVA,448.0
351,2,1,2023-04-15,2023-07-02,Cash,4930607022957996,Banamex,4679.0
352,10,8,2023-07-15,2023-03-05,Debit Card,4175285505877,Banamex,3844.0
353,7,4,2023-02-26,2023-08-17,Debit Card,370882338708152,Santander,937.0
354,8,6,2023-04-29,2023-03-17,Debit Card,2259767725315558,Banamex,1006.0
355,1,10,2023-02-05,2023-05-07,Debit Card,3592413171328753,Santander,3877.0
356,8,6,2023-02-08,2023-03-10,Cash,3595410413053154,Azteka,1157.0
357,8,10,2023-02-11,2023-01-04,Debit Card,4347008562044,BBVA,3150.0
358,1,10,2023-08-03,2023-07-22,Debit Card,6011184554701694,BBVA,1471.0
359,1,7,2023-08-24,2023-07-03,Cash,4484487304679,BBVA,3085.0
360,7,6,2023-06-09,2023-02-03,Debit Card,375839986033452,Azteka,2480.0
361,6,6,2023-08-03,2023-05-07,Cash,3549434026802549,Banamex,1814.0
362,7,6,2023-06-12,2023-04-25,Debit Card,4211286249227721,Azteka,2244.0
363,10,5,2023-05-22,2023-08-03,Debit Card,370064889683551,BBVA,702.0
364,1,9,2023-06-05,2023-02-26,Cash,3537171024077054,Santander,541.0
365,10,6,2023-03-05,2023-07-11,Cash,2714388716332483,Banamex,2220.0
366,9,7,2023-04-29,2023-01-10,Debit Card,4827456999253260,Azteka,2099.0
367,3,8,2023-03-06,2023-02-12,Debit Card,639030162700,Santander,1305.0
368,9,6,2023-07-24,2023-02-28,Debit Card,2720418063066772,Santander,1917.0
369,5,6,2023-05-22,2023-03-04,Debit Card,4150392717334720186,Azteka,2225.0
370,7,1,2023-04-22,2023-06-16,Debit Card,6011576824316783,Santander,3336.0
371,10,2,2023-06-25,2023-04-26,Debit Card,6545784926259340,Santander,1671.0
372,1,8,2023-07-31,2023-03-16,Debit Card,6011111364896729,Santander,592.0
373,6,3,2023-07-28,2023-06-23,Debit Card,4389805368750720,Azteka,3977.0
374,4,10,2023-06-21,2023-08-15,Debit Card,180049691279425,Azteka,4481.0
375,3,3,2023-01-17,2023-01-13,Debit Card,5279771010301884,Azteka,3680.0
376,6,8,2023-05-19,2023-05-12,Debit Card,4173924625740968,BBVA,624.0
377,4,4,2023-06-22,2023-04-29,Debit Card,2297108193176954,BBVA,3130.0
378,4,4,2023-06-02,2023-05-10,Cash,2716389293294474,BBVA,877.0
379,7,10,2023-04-07,2023-05-13,Cash,6597781458779213,BBVA,1261.0
380,10,7,2023-03-14,2023-04-12,Debit Card,213131675835298,BBVA,2978.0
381,1,1,2023-01-05,2023-06-13,Debit Card,379465626013740,Santander,197.0
382,5,5,2023-01-31,2023-04-08,Cash,4562628979362391353,Banamex,3918.0
383,2,9,2023-05-03,2023-07-20,Cash,676140858868,BBVA,3987.0
384,8,3,2023-04-11,2023-04-20,Cash,30065208175387,BBVA,542.0
385,1,7,2023-07-10,2023-05-10,Cash,4544980735123,BBVA,806.0
386,2,5,2023-06-09,2023-03-17,Cash,376124250326315,Azteka,557.0
387,7,8,2023-01-16,2023-04-30,Debit Card,3587259261168386,Banamex,4988.0
388,6,8,2023-08-13,2023-05-20,Cash,2701140146047636,BBVA,1650.0
389,2,5,2023-08-14,2023-07-13,Debit Card,213158588065366,Azteka,103.0
390,2,6,2023-04-21,2023-03-21,Debit Card,4020825180815662,BBVA,557.0
391,6,8,2023-02-17,2023-06-13,Debit Card,4646453066325898,BBVA,3090.0
392,5,10,2023-06-03,2023-06-30,Cash,4645004170948,Banamex,825.0
393,8,9,2023-04-15,2023-05-20,Cash,569831086586,Banamex,2358.0
394,9,9,2023-06-09,2023-04-08,Cash,3573060140279097,Santander,3924.0
395,7,6,2023-01-11,2023-02-14,Debit Card,4075110928528,Azteka,925.0
396,5,4,2023-06-08,2023-04-10,Debit Card,676389852770,Banamex,3114.0
397,4,6,2023-03-05,2023-08-13,Cash,3561453966421204,Azteka,4025.0
398,6,3,2023-05-25,2023-08-09,Cash,3567166121586489,Santander,4172.0
399,4,8,2023-01-18,2023-08-15,Debit Card,4176541403203948761,Santander,4434.0
400,8,1,2023-07-17,2023-06-21,Debit Card,6011515574887551,BBVA,3482.0
401,8,7,2023-02-07,2023-06-27,Debit Card,4660927677630,Banamex,3540.0
402,8,8,2023-06-26,2023-06-18,Cash,4172432059207720340,BBVA,2470.0
403,4,10,2023-06-14,2023-07-01,Debit Card,3581648572144183,BBVA,4889.0
404,1,4,2023-01-25,2023-06-17,Cash,30241886908627,BBVA,2478.0
405,5,8,2023-06-23,2023-08-09,Cash,4186052202156099162,BBVA,4230.0
406,7,1,2023-04-28,2023-02-06,Cash,4903796565720,Azteka,2024.0
407,9,4,2023-04-25,2023-04-05,Debit Card,501894893772,Banamex,1532.0
408,6,10,2023-01-21,2023-07-26,Cash,4157915941947394,Banamex,1452.0
409,2,5,2023-04-27,2023-06-25,Cash,4574163474885492,Banamex,2535.0
410,4,5,2023-05-03,2023-02-21,Cash,2370244668699509,Santander,3663.0
411,8,2,2023-05-15,2023-04-06,Debit Card,4800208831569671,BBVA,2169.0
412,8,2,2023-06-20,2023-06-03,Debit Card,213105992453845,Santander,748.0
413,3,5,2023-05-06,2023-07-07,Cash,4299991339056,Banamex,3227.0
414,7,1,2023-07-16,2023-07-01,Debit Card,2294856949935650,BBVA,4807.0
415,8,7,2023-01-07,2023-03-23,Debit Card,3592207384205463,Banamex,3140.0
416,6,4,2023-05-19,2023-08-20,Cash,213197324810206,BBVA,691.0
417,2,3,2023-08-04,2023-07-22,Cash,3533927430283063,Santander,2550.0
418,8,8,2023-01-01,2023-02-24,Cash,3551243691827144,Azteka,2860.0
419,10,10,2023-06-10,2023-06-09,Debit Card,4777634423301398472,Azteka,4645.0
420,8,10,2023-07-28,2023-04-23,Debit Card,4697400217070,BBVA,1899.0
421,4,5,2023-05-06,2023-01-16,Debit Card,3584719824932936,Azteka,1884.0
422,10,5,2023-07-10,2023-03-03,Cash,4526066588210412875,Santander,90.0
423,8,6,2023-08-12,2023-04-06,Debit Card,6011766924620545,BBVA,1057.0
424,7,6,2023-02-16,2023-04-10,Cash,30319597443371,Azteka,3236.0
425,1,7,2023-07-27,2023-03-10,Debit Card,4046798954128,Azteka,2597.0
426,8,4,2023-03-19,2023-05-15,Debit Card,4048258204001961418,Banamex,3407.0
427,10,10,2023-04-06,2023-08-03,Cash,213101091857747,Azteka,2674.0
428,9,1,2023-07-29,2023-07-18,Cash,4031323568201485353,BBVA,2715.0
429,5,5,2023-02-15,2023-07-17,Cash,30080563499009,Azteka,709.0
430,8,2,2023-08-06,2023-02-21,Debit Card,2720552279985670,Banamex,483.0
431,10,5,2023-01-01,2023-02-22,Cash,5257379466446850,Banamex,4292.0
432,7,10,2023-01-19,2023-06-15,Cash,180075818404786,Banamex,4739.0
433,7,2,2023-05-15,2023-06-10,Debit Card,4799484364861065,Santander,4704.0
434,6,4,2023-08-07,2023-01-25,Debit Card,38483643594959,Azteka,3884.0
435,7,2,2023-03-03,2023-02-13,Cash,30507900625771,Santander,2663.0
436,10,7,2023-06-19,2023-07-30,Cash,572951962263,Santander,1407.0
437,7,1,2023-04-02,2023-07-23,Debit Card,180058051655413,Banamex,3377.0
438,7,5,2023-05-19,2023-08-21,Cash,567600875197,Azteka,2168.0
439,6,10,2023-03-01,2023-02-20,Cash,30319665893671,BBVA,3164.0
440,8,1,2023-01-05,2023-01-21,Debit Card,38687995591344,Santander,3510.0
441,6,2,2023-02-18,2023-05-14,Cash,3580419213349834,BBVA,4143.0
442,7,8,2023-07-07,2023-03-09,Debit Card,4110235420026,Banamex,4823.0
443,7,10,2023-08-01,2023-03-16,Cash,3529586055420123,Azteka,1503.0
444,3,9,2023-04-28,2023-01-24,Debit Card,3514076327667526,BBVA,4359.0
445,10,4,2023-02-26,2023-03-05,Cash,4752274564679267,Banamex,3869.0
446,10,10,2023-04-23,2023-01-13,Debit Card,4996588557499617276,Santander,2497.0
447,4,2,2023-01-04,2023-04-26,Cash,4310248066040756274,Santander,1329.0
448,7,7,2023-07-30,2023-08-04,Cash,060409376351,Banamex,2319.0
449,5,6,2023-03-22,2023-04-11,Debit Card,30078693971111,Banamex,2656.0
450,2,8,2023-04-28,2023-05-10,Cash,213169482672132,BBVA,3173.0
451,3,7,2023-05-04,2023-02-22,Cash,4495821652193,BBVA,727.0
452,9,7,2023-07-11,2023-01-21,Cash,4088997317111,Azteka,3838.0
453,1,2,2023-08-05,2023-03-04,Debit Card,4515611476835781770,Azteka,3920.0
454,9,8,2023-08-24,2023-03-28,Cash,6553137656036108,Azteka,4100.0
455,2,1,2023-07-25,2023-04-25,Cash,4485520017738496,BBVA,4657.0
456,2,7,2023-03-29,2023-05-23,Cash,4044324107093183,Santander,1991.0
457,5,10,2023-01-29,2023-04-14,Debit Card,180060242790877,Azteka,3631.0
458,9,8,2023-05-30,2023-03-27,Cash,3591652952461546,Santander,4039.0
459,6,5,2023-07-06,2023-01-29,Debit Card,4269855284882425,Azteka,3232.0
460,4,3,2023-08-09,2023-04-27,Cash,676162094285,Santander,3608.0
461,9,4,2023-03-26,2023-05-31,Cash,4078840778510,BBVA,4851.0
462,1,3,2023-08-15,2023-06-27,Debit Card,2720208486073889,Banamex,2589.0
463,10,8,2023-06-23,2023-01-23,Debit Card,377203466873549,Banamex,1722.0
464,4,6,2023-03-15,2023-06-22,Cash,2230758980454962,Santander,3658.0
465,8,2,2023-07-28,2023-06-09,Debit Card,4206517511279769,BBVA,2122.0
466,3,9,2023-03-06,2023-06-09,Cash,30448701859006,Azteka,1006.0
467,8,3,2023-02-09,2023-08-18,Debit Card,3597218685187883,Azteka,2241.0
468,6,1,2023-01-15,2023-04-28,Cash,213183231192599,BBVA,1213.0
469,10,9,2023-03-22,2023-01-08,Debit Card,4492258692019103,BBVA,4603.0
470,7,1,2023-01-27,2023-04-08,Cash,2221901763737424,Banamex,252.0
471,4,8,2023-01-15,2023-08-03,Debit Card,2412290694596243,BBVA,4679.0
472,9,1,2023-04-28,2023-03-23,Debit Card,3519357487744825,Azteka,91.0
473,3,9,2023-07-18,2023-01-29,Cash,6578148930662453,BBVA,4911.0
474,2,10,2023-04-11,2023-03-04,Debit Card,4403772931419773,Azteka,1087.0
475,8,4,2023-04-26,2023-01-01,Debit Card,3551694660015147,Azteka,270.0
476,6,8,2023-07-17,2023-04-06,Cash,676281755048,Azteka,4530.0
477,5,1,2023-03-14,2023-02-04,Debit Card,4308079872472,Santander,3548.0
478,9,5,2023-08-04,2023-01-19,Cash,180093942937423,Santander,1084.0
479,8,2,2023-01-05,2023-03-29,Debit Card,4251237737144440572,Azteka,3136.0
480,10,5,2023-06-14,2023-06-02,Debit Card,2720612643142414,Santander,2927.0
481,10,1,2023-05-15,2023-07-18,Debit Card,4655670372839100,Banamex,2754.0
482,7,5,2023-05-24,2023-06-03,Debit Card,346403506506087,Santander,4310.0
483,6,7,2023-06-27,2023-07-27,Cash,2659090555224709,Banamex,926.0
484,4,4,2023-07-13,2023-06-04,Cash,4951132364605230,Azteka,387.0
485,8,3,2023-08-08,2023-03-02,Cash,6011503553531150,Azteka,1811.0
486,10,9,2023-01-28,2023-02-02,Cash,4516676739663884,Azteka,3439.0
487,4,5,2023-03-24,2023-03-09,Debit Card,3550842855450774,BBVA,1430.0
488,6,3,2023-02-11,2023-05-27,Cash,3585556642780629,Santander,692.0
489,5,10,2023-03-11,2023-08-14,Cash,3533833675775104,Azteka,973.0
490,1,1,2023-05-29,2023-06-03,Debit Card,3511471636991316,Banamex,1887.0
491,5,5,2023-01-13,2023-01-03,Cash,2351449815861315,Santander,1154.0
492,8,1,2023-02-05,2023-07-29,Debit Card,6011589393980574,BBVA,701.0
493,6,1,2023-03-05,2023-06-04,Cash,4098655895375356,Azteka,4598.0
494,8,4,2023-04-22,2023-03-17,Debit Card,503808706868,BBVA,3719.0
495,1,3,2023-05-10,2023-08-02,Debit Card,4902463291602,Azteka,3753.0
496,6,10,2023-06-09,2023-03-19,Cash,348069878938816,Banamex,737.0
497,2,6,2023-05-03,2023-03-12,Debit Card,3516429461446181,Banamex,3842.0
498,1,2,2023-01-31,2023-06-30,Debit Card,4120204743507815158,BBVA,1611.0
499,4,6,2023-06-08,2023-05-30,Debit Card,6011884667289517,Santander,4846.0
500,5,10,2023-05-11,2023-06-15,Debit Card,30079726240540,Banamex,4224.0
501,6,7,2023-01-18,2023-06-16,Debit Card,2608494443465924,Santander,1814.0
502,9,5,2023-06-25,2023-03-29,Debit Card,3591629256689550,BBVA,2793.0
503,10,3,2023-03-27,2023-02-06,Cash,344670007599686,Banamex,1927.0
504,5,9,2023-04-24,2023-02-22,Cash,3580668934784923,Azteka,1418.0
505,9,6,2023-07-13,2023-05-28,Cash,4538101098066821,Santander,2874.0
506,6,5,2023-06-29,2023-08-10,Debit Card,213192040083253,BBVA,3239.0
507,2,10,2023-04-21,2023-05-05,Debit Card,676347274554,Azteka,2902.0
508,2,4,2023-07-18,2023-05-08,Cash,563332793238,Santander,3032.0
509,10,6,2023-06-28,2023-05-28,Cash,4180633175431545,BBVA,2967.0
510,4,4,2023-05-09,2023-05-07,Cash,30348711092087,BBVA,3730.0
511,10,4,2023-04-29,2023-02-12,Debit Card,4443492882518687,Santander,1895.0
512,10,5,2023-02-20,2023-05-08,Debit Card,180094019716740,Azteka,3912.0
513,5,5,2023-01-06,2023-07-13,Cash,213147584954236,Banamex,1433.0
514,10,1,2023-07-15,2023-06-18,Cash,6011384004438497,Santander,4283.0
515,4,9,2023-02-11,2023-06-03,Debit Card,4529935892053,BBVA,4962.0
516,8,8,2023-07-04,2023-03-12,Debit Card,213176306731044,BBVA,4771.0
517,3,5,2023-02-16,2023-03-21,Cash,502081643160,BBVA,4788.0
518,5,5,2023-03-08,2023-04-03,Debit Card,4449767624298886,Santander,4081.0
519,7,3,2023-06-28,2023-07-09,Debit Card,4274784049059470,Azteka,699.0
520,6,1,2023-07-19,2023-03-17,Debit Card,580639342568,Banamex,4554.0
521,5,7,2023-07-22,2023-06-27,Debit Card,4657599962787,Banamex,4059.0
522,6,10,2023-03-25,2023-06-16,Cash,6514628725643740,BBVA,4825.0
523,4,3,2023-01-23,2023-03-21,Debit Card,4757545770570377581,BBVA,1798.0
524,10,10,2023-03-09,2023-05-25,Debit Card,4239927569764,Santander,121.0
525,2,4,2023-04-25,2023-06-15,Cash,4007124438138821,Santander,3353.0
526,3,1,2023-05-09,2023-07-15,Debit Card,4086455347791696,BBVA,2725.0
527,1,2,2023-08-12,2023-06-30,Cash,4485626516792,Santander,983.0
528,8,9,2023-03-04,2023-04-24,Debit Card,501899053620,BBVA,4670.0
529,10,5,2023-04-28,2023-06-27,Cash,4842044746791,Azteka,3248.0
530,5,6,2023-02-19,2023-05-12,Cash,3550090006769128,Azteka,3618.0
531,8,2,2023-06-02,2023-03-26,Cash,38824967767012,Santander,574.0
532,10,4,2023-07-26,2023-01-06,Debit Card,3589362352355132,BBVA,316.0
533,9,4,2023-07-25,2023-02-03,Cash,4783183598930538250,Banamex,4516.0
534,8,1,2023-06-19,2023-03-09,Debit Card,4589287902421,Banamex,4269.0
535,9,7,2023-05-30,2023-06-01,Cash,3500991340813293,Santander,4920.0
536,2,9,2023-03-04,2023-08-11,Debit Card,343904590542196,BBVA,3693.0
537,5,9,2023-06-05,2023-04-14,Cash,3514276538544049,Santander,3120.0
538,9,7,2023-06-02,2023-05-28,Cash,4813101340647200,Azteka,611.0
539,4,3,2023-05-04,2023-07-10,Debit Card,379212925014254,Azteka,3092.0
540,8,9,2023-06-12,2023-04-06,Debit Card,639021807156,BBVA,3462.0
541,10,7,2023-05-26,2023-03-04,Debit Card,3525717176004066,Banamex,2746.0
542,8,5,2023-08-16,2023-02-05,Cash,630424724635,Santander,1127.0
543,10,6,2023-01-24,2023-02-12,Cash,213174953634322,BBVA,2405.0
544,2,4,2023-06-27,2023-05-17,Debit Card,3504244965081002,BBVA,3549.0
545,1,10,2023-03-21,2023-07-03,Debit Card,3561647896616284,BBVA,3329.0
546,7,7,2023-05-20,2023-02-17,Debit Card,3594983974620885,Santander,1900.0
547,3,3,2023-04-20,2023-02-13,Debit Card,213134563235944,Santander,617.0
548,7,4,2023-01-14,2023-03-24,Debit Card,30500949522919,Azteka,2789.0
549,6,2,2023-02-23,2023-01-01,Cash,6011845212147971,Azteka,735.0
550,5,3,2023-06-15,2023-02-05,Cash,4497337971995442,Santander,1309.0
551,7,6,2023-07-13,2023-08-13,Debit Card,2403326298900653,Azteka,824.0
552,8,8,2023-08-10,2023-02-19,Cash,4659630199262,BBVA,2710.0
553,5,9,2023-06-05,2023-02-11,Debit Card,4814839306523787,Banamex,2629.0
554,10,7,2023-03-08,2023-02-01,Debit Card,4363804431468584,Banamex,109.0
555,2,2,2023-05-21,2023-06-10,Debit Card,5226862007088784,Azteka,2006.0
556,10,10,2023-06-30,2023-08-06,Debit Card,376287345372451,Santander,4021.0
557,6,3,2023-05-22,2023-04-28,Debit Card,639090307310,Azteka,58.0
558,9,9,2023-05-01,2023-01-25,Debit Card,30305412700681,Banamex,1021.0
559,8,3,2023-08-14,2023-08-14,Cash,4534855548969257318,BBVA,609.0
560,8,3,2023-02-14,2023-03-05,Cash,4855480776213,Banamex,2377.0
561,1,3,2023-06-12,2023-04-14,Debit Card,5595550731217208,BBVA,1886.0
562,4,9,2023-06-20,2023-04-24,Debit Card,503817786885,BBVA,1180.0
563,3,5,2023-07-03,2023-06-17,Cash,3514121944140471,BBVA,464.0
564,2,5,2023-03-16,2023-06-29,Cash,377597833434152,BBVA,2564.0
565,6,10,2023-01-02,2023-05-19,Cash,3597792600102128,Santander,3724.0
566,2,8,2023-03-22,2023-01-22,Debit Card,4280643770707255,Azteka,4391.0
567,4,6,2023-08-26,2023-05-07,Cash,4613172755721378,BBVA,2729.0
568,10,7,2023-03-13,2023-06-18,Debit Card,2267298474848078,Azteka,261.0
569,4,4,2023-01-20,2023-08-22,Cash,3581140798434929,Banamex,2957.0
570,6,5,2023-01-07,2023-02-26,Debit Card,3594119165108584,BBVA,2638.0
571,6,3,2023-03-23,2023-06-26,Cash,348311950695942,Santander,1552.0
572,1,7,2023-07-15,2023-07-21,Debit Card,4868528490027011,Azteka,2120.0
573,3,9,2023-01-19,2023-06-26,Debit Card,6507574627670309,Santander,2541.0
574,2,2,2023-01-26,2023-07-09,Debit Card,340698025583014,Azteka,978.0
575,10,4,2023-01-17,2023-07-16,Debit Card,675983755074,Santander,2788.0
576,6,5,2023-02-24,2023-07-17,Cash,4029491759051,Azteka,3580.0
577,8,7,2023-03-17,2023-05-04,Debit Card,4845858892221872,Banamex,3056.0
578,8,8,2023-05-31,2023-06-23,Debit Card,3587830239876746,BBVA,2925.0
579,8,7,2023-03-14,2023-01-23,Debit Card,30485887840525,Santander,1714.0
580,1,8,2023-07-02,2023-03-11,Debit Card,2715531771494198,Santander,425.0
581,9,9,2023-06-25,2023-01-03,Debit Card,6581843854956270,Banamex,2951.0
582,4,2,2023-07-23,2023-06-08,Debit Card,346658856808173,Azteka,2952.0
583,6,2,2023-02-03,2023-05-24,Debit Card,36739794216375,Banamex,3765.0
584,10,4,2023-06-08,2023-06-02,Debit Card,30135515671319,BBVA,4186.0
585,6,9,2023-03-07,2023-04-25,Cash,6592967236205796,Azteka,2489.0
586,3,8,2023-02-25,2023-05-27,Debit Card,4294569175732479,BBVA,3797.0
587,4,3,2023-05-21,2023-04-18,Debit Card,3593503046212338,Santander,1255.0
588,6,5,2023-05-25,2023-07-20,Debit Card,581563486660,Azteka,2572.0
589,9,7,2023-03-05,2023-07-31,Cash,3562869664776509,Azteka,1269.0
590,3,1,2023-07-15,2023-02-12,Cash,4056473376265,Banamex,3806.0
591,2,9,2023-04-12,2023-04-25,Cash,373145526575024,BBVA,2595.0
592,1,5,2023-06-04,2023-07-03,Cash,4621060058064887,Banamex,188.0
593,3,2,2023-07-25,2023-05-01,Debit Card,4100111276049432137,Santander,2377.0
594,6,3,2023-05-11,2023-02-28,Debit Card,4125426001323632,Azteka,4674.0
595,2,8,2023-05-18,2023-01-17,Debit Card,6575105915127392,Azteka,533.0
596,8,1,2023-06-02,2023-06-13,Cash,4969175386109863,Banamex,3742.0
597,3,8,2023-03-12,2023-06-01,Debit Card,4798470738388618671,Azteka,4677.0
598,1,4,2023-08-09,2023-01-01,Cash,4703359056530969,BBVA,2738.0
599,7,8,2023-05-15,2023-02-01,Debit Card,4212153524623454,Santander,3660.0
600,8,8,2023-07-31,2023-07-19,Debit Card,6011814748565957,Banamex,714.0
601,5,1,2023-01-10,2023-07-11,Debit Card,180063725311518,Banamex,1226.0
602,10,5,2023-02-13,2023-04-23,Cash,4861688424179952,Santander,3184.0
603,6,1,2023-08-07,2023-01-20,Cash,4752478239905912,Santander,4679.0
604,4,8,2023-05-31,2023-07-05,Cash,5143551196579618,BBVA,3290.0
605,2,7,2023-01-21,2023-04-16,Debit Card,4572371581616922,Azteka,2083.0
606,5,3,2023-07-10,2023-08-20,Cash,4168227319309,BBVA,2607.0
607,9,1,2023-01-13,2023-08-10,Cash,4394725837848569259,Azteka,3260.0
608,5,7,2023-06-25,2023-05-15,Cash,4890774695643663,Santander,819.0
609,8,9,2023-01-13,2023-03-05,Cash,213108061875336,BBVA,3505.0
610,6,1,2023-01-07,2023-07-01,Cash,3569272884772361,Azteka,1602.0
611,8,8,2023-06-02,2023-06-16,Cash,630405982764,Banamex,401.0
612,8,2,2023-04-05,2023-07-23,Cash,347458336224938,BBVA,3968.0
613,2,4,2023-06-18,2023-01-16,Cash,180020439706730,Azteka,2640.0
614,3,10,2023-06-17,2023-04-22,Cash,676162098237,BBVA,915.0
615,9,6,2023-08-24,2023-01-12,Debit Card,6540671287665105,BBVA,3973.0
616,9,8,2023-07-10,2023-03-07,Cash,180049747269008,Santander,3424.0
617,4,3,2023-03-10,2023-04-02,Cash,213148363505884,BBVA,1407.0
618,5,10,2023-05-23,2023-06-08,Debit Card,676105233768,Azteka,4512.0
619,7,10,2023-06-15,2023-06-29,Debit Card,30462129231615,Banamex,699.0
620,9,4,2023-04-25,2023-07-30,Debit Card,377589880139206,BBVA,1599.0
621,4,7,2023-02-08,2023-02-27,Debit Card,3512699282881725,Azteka,4402.0
622,8,6,2023-06-18,2023-01-09,Cash,180024076502899,Banamex,1130.0
623,6,3,2023-05-26,2023-03-11,Cash,6011138686276322,BBVA,3599.0
624,8,8,2023-08-21,2023-03-13,Debit Card,3571305695071429,Santander,1867.0
625,5,9,2023-06-21,2023-01-14,Cash,6011411085574146,BBVA,637.0
626,3,3,2023-08-02,2023-06-20,Debit Card,6011253077328556,Azteka,4983.0
627,6,8,2023-01-02,2023-05-23,Debit Card,5456441852491376,Banamex,4353.0
628,9,2,2023-06-17,2023-05-01,Cash,3520972544101566,Banamex,127.0
629,10,6,2023-05-06,2023-02-11,Cash,575336483723,BBVA,3472.0
630,3,1,2023-02-04,2023-01-06,Cash,3505519869785686,Banamex,2603.0
631,5,4,2023-03-22,2023-05-08,Debit Card,2280623677184208,BBVA,711.0
632,10,1,2023-07-31,2023-02-18,Debit Card,180034531416759,BBVA,2516.0
633,10,8,2023-02-22,2023-03-02,Debit Card,3516521113008813,Banamex,4970.0
634,4,4,2023-04-16,2023-02-16,Cash,4151973930726879,Azteka,1206.0
635,4,3,2023-05-17,2023-08-17,Debit Card,6585423123841516,Azteka,2315.0
636,2,1,2023-06-03,2023-05-29,Cash,3590865925770931,Azteka,868.0
637,1,5,2023-06-16,2023-01-28,Cash,3557102354041753,Santander,2177.0
638,7,4,2023-06-01,2023-08-23,Cash,4467740687451,Santander,3779.0
639,8,7,2023-07-19,2023-07-31,Debit Card,4816273738613443332,BBVA,324.0
640,6,6,2023-05-10,2023-07-09,Cash,4761523385962446,BBVA,3689.0
641,8,2,2023-06-30,2023-08-10,Debit Card,578792897030,Santander,528.0
642,2,8,2023-07-11,2023-06-28,Cash,4186652914212381970,Azteka,2707.0
643,1,1,2023-08-16,2023-06-06,Debit Card,6011609646842833,Santander,363.0
644,4,9,2023-02-23,2023-06-20,Cash,569257584502,Banamex,3584.0
645,6,5,2023-02-26,2023-07-07,Debit Card,180018667235208,Santander,1593.0
646,4,4,2023-03-07,2023-06-17,Cash,3576283473174589,Banamex,2836.0
647,5,10,2023-06-02,2023-03-03,Cash,3592402901587283,Banamex,1085.0
648,2,10,2023-03-25,2023-08-13,Cash,4636087647485073457,Azteka,3109.0
649,3,3,2023-02-04,2023-05-10,Cash,4759299584227808,Santander,99.0
650,8,5,2023-05-30,2023-03-14,Debit Card,30038710869219,Banamex,712.0
651,10,7,2023-03-23,2023-02-20,Cash,30368624499484,Santander,923.0
652,10,8,2023-04-25,2023-08-21,Debit Card,30274843853248,Banamex,1739.0
653,2,2,2023-04-22,2023-03-04,Debit Card,4705733795696554,Santander,1009.0
654,5,3,2023-06-03,2023-03-14,Debit Card,342871675494711,Santander,665.0
655,8,3,2023-05-15,2023-04-30,Cash,3516424348822878,Santander,1357.0
656,1,10,2023-07-27,2023-02-12,Debit Card,4980772111244433637,BBVA,3723.0
657,4,9,2023-04-29,2023-04-19,Cash,4603562867444251,BBVA,1824.0
658,4,9,2023-03-13,2023-02-12,Debit Card,30361120633052,Santander,2611.0
659,1,2,2023-01-18,2023-06-18,Debit Card,502013678722,Azteka,1335.0
660,2,8,2023-03-16,2023-03-30,Debit Card,30447962786114,Banamex,4060.0
661,4,10,2023-01-13,2023-03-14,Cash,3565002820102173,BBVA,1886.0
662,1,4,2023-04-15,2023-07-29,Cash,6011104882083854,BBVA,4531.0
663,7,8,2023-01-07,2023-07-11,Debit Card,4907227011147449,Azteka,4322.0
664,8,2,2023-05-15,2023-01-06,Cash,4471231022210,Azteka,3981.0
665,1,9,2023-08-18,2023-01-14,Debit Card,4037323382450017868,Azteka,4032.0
666,3,10,2023-04-11,2023-05-24,Cash,2720865293672573,Banamex,3693.0
667,1,2,2023-04-07,2023-01-08,Debit Card,213150922118514,Santander,1271.0
668,10,9,2023-05-16,2023-02-15,Debit Card,30013307610714,Banamex,268.0
669,4,9,2023-08-04,2023-03-03,Cash,4694915239911482,BBVA,4609.0
670,4,2,2023-04-27,2023-01-08,Cash,4632297660047325,Banamex,868.0
671,2,5,2023-02-03,2023-04-02,Cash,3577265090761848,Banamex,4077.0
672,8,10,2023-02-05,2023-01-11,Cash,4437655328919523,BBVA,2308.0
673,4,4,2023-04-04,2023-07-09,Debit Card,4158922908259192,Azteka,4491.0
674,6,8,2023-03-28,2023-05-28,Cash,213197660944478,BBVA,2007.0
675,8,2,2023-03-04,2023-02-01,Debit Card,3524307128895810,Azteka,2183.0
